,Adj Close,prediction
372,46.22,45.419317560539476
373,46.39,46.41574229376057
374,47.71,48.4048294728433
375,46.33,48.02802707427817
376,45.31,44.85844928871492
377,46.68,46.088559314509766
378,47.37,47.63677773193909
379,47.62,47.54550841516068
380,48.83,54.95014437111669
381,46.95,47.479598171844884
382,46.93,43.508482060851456
383,45.16,45.93711459842851
384,44.47,43.69036553145939
385,44.15,44.743267806855954
386,43.69,41.73461528208915
387,42.06,42.42933747157658
388,41.76,42.012214824602445
389,43.44,42.58511538362586
390,41.94,42.2252586887916
391,44.31,48.3715842544152
392,44.91,44.30046762315764
393,46.72,48.72025183513477
394,45.42,44.23164236376426
395,46.03,48.345320432332045
396,45.22,47.7330407500437
397,43.39,47.11646701878235
398,44.24,42.9358275162245
399,44.26,42.617600343360195
400,43.25,42.23626346216732
401,44.28,44.64339936981287
402,44.44,42.8191427107332
403,45.94,45.17801387034855
404,45.78,43.65343454671832
405,46.06,42.99671457017752
406,44.44,44.22844763026123
407,43.39,43.14354287707652
408,43.29,41.16157166291405
409,44.12,43.56585500912759
410,41.85,44.385263883804214
411,41.94,41.82159026721736
412,39.08,46.30677114011829
413,37.2,41.07672618041148
414,37.64,38.42397725773212
415,37.88,38.884756863704524
416,38.1,38.02787435824436
417,37.37,37.82684694862127
418,36.0,37.58652167824856
419,36.75,37.42538148736993
420,37.66,41.019801520647846
421,37.26,38.02024993288296
422,38.09,38.41667242753357
423,38.1,38.22105144397846
424,38.28,39.38557949302493
425,37.48,38.58189919632828
426,37.65,36.328681099978255
427,34.73,39.521460980159766
428,35.11,36.23104618496346
429,36.6,44.68607510573362
430,36.25,44.605689197375135
431,34.14,41.18313738370838
432,32.52,39.43465712385304
433,30.2,41.671953231278245
434,31.11,38.235643106995006
435,30.04,35.075874487130136
436,30.04,29.925055052487586
437,30.04,29.925055052487586
438,30.04,29.925055052487586
439,30.04,29.925055052487586
440,30.04,29.925055052487586
441,30.68,40.16625149938604
442,30.99,35.32058599352311
443,29.97,35.894156952512034
444,30.84,36.592892263942815
445,31.46,38.77380367572951
446,33.05,39.09799222256094
447,32.5,36.96794172878846
448,32.53,36.07582228609122
449,32.33,37.483889958970195
450,31.65,35.874698704053614
451,31.02,35.226077132180016
452,32.04,35.671146996871634
453,32.43,37.38045433229371
454,33.7,42.72492597373446
455,33.83,37.60849007644673
456,34.25,38.03664847808929
457,33.78,36.169475889632395
458,33.75,40.749288888264395
459,33.28,35.950134317352905
460,33.33,35.72537081654615
461,32.8,40.84480224370405
462,31.95,37.23754558006059
463,32.2,34.2015195401166
464,32.83,35.204986230720635
465,31.8,38.64428270545251
466,31.94,34.716375165427856
467,33.25,37.08035159757464
468,33.56,36.407028871028736
469,32.99,35.99548335415154
470,32.8,35.59277572836026
471,32.62,34.86959034025988
472,31.93,34.67867822223389
473,32.16,33.88689770865735
474,31.98,32.8313127085746
475,32.15,34.14363264464526
476,30.86,35.13550433676334
477,30.91,32.27680924665038
478,30.7,32.784538663637406
